URL;Annotation Page Tag
http://www.theguardian.com/technology/2014/jun/13/google-talks-virgin-space-tourism-business;Science_technology
http://www.theguardian.com/technology/2014/jun/13/pc-market-doldrums-will-continue-to-2018-says-idc;Science_technology
http://www.theguardian.com/technology/2014/jun/13/priceline-buy-restaurant-reservation-company-opentable-for-26bn;Science_technology
http://www.theguardian.com/technology/2014/jun/13/radius-festival-london-indie-games-event-reveals-packed-line-up;Science_technology
http://www.theguardian.com/technology/2014/jun/13/samsung-bets-big-on-fingerprint-scanning-in-its-war-with-apples-ipad;Science_technology
http://www.theguardian.com/technology/2014/jun/15/networker-internet-of-things-john-naughton-hacking;Science_technology
http://www.theguardian.com/technology/2014/jun/15/robot-doctors-online-lawyers-automated-architects-future-professions-jobs-technology;Science_technology
http://www.theguardian.com/technology/2014/jun/16/best-android-apps-1password-angry-birds-epic;Science_technology
http://www.theguardian.com/technology/2014/jun/16/best-iphone-ipad-apps-broken-age;Science_technology
http://www.theguardian.com/technology/2014/jun/16/boris-johnson-uber-ban-london;Science_technology
http://www.theguardian.com/technology/2014/jun/16/dominos-pizza-ransom-hack-data;Economy_business_finance
http://www.theguardian.com/technology/askjack/2014/jun/05/whats-the-best-touch-screen-pc-for-one-handed-use;Science_technology
http://www.theguardian.com/technology/askjack/2014/jun/13/how-should-i-organise-my-hard-drives-and-data-when-upgrading-windows;Science_technology
http://www.theguardian.com/technology/blog/2014/jun/02/google-balloon-internet;Science_technology
http://www.theguardian.com/technology/blog/2014/jun/03/apple-bitcoin-apps;Science_technology
http://www.theguardian.com/technology/blog/2014/jun/04/duckduckgo-ios-safari;Science_technology
http://www.theguardian.com/technology/blog/2014/jun/06/openssl-bug-tankchair;Science_technology
http://www.theguardian.com/technology/blog/2014/jun/10/privacy-users-google-nearby;Science_technology
http://www.theguardian.com/technology/blog/2014/jun/13/leila-johnston-digital-culture-hack-circus;Science_technology
http://www.theguardian.com/technology/blog/2014/jun/13/starbucks-wireless-charging;Science_technology
http://www.theguardian.com/technology/blog/2014/jun/16/google-skybox-android;Science_technology
http://www.theguardian.com/technology/gallery/2014/jun/10/most-loved-best-video-game-characters-pac-man-crash-lara-croft-mario;Science_technology
http://www.theguardian.com/technology/gallery/2014/jun/13/samsung-galaxy-tab-s-in-pictures;Science_technology
http://www.theguardian.com/technology/gamesblog/2014/jun/09/luigis-death-stare-are-you-enjoying-mario-kart-8;Science_technology
http://www.theguardian.com/technology/poll/2014/jun/05/what-is-the-most-compulsive-game-of-all-time-poll;Science_technology
http://www.theguardian.com/technology/video/2014/jun/03/apple-osx-yosemite-healthkit-san-francisco-video;Science_technology
http://www.theguardian.com/technology/video/2014/jun/05/drones-unmanned-aircraft-video;Science_technology
http://www.theguardian.com/theobserver/she-said/2014/jun/05/world-cup-2014-why-brazil-is-no-country-for-female-football-players;Sports
http://www.theguardian.com/travel/2012/mar/28/10-best-camping-sites-lake-district;Lifestyle_leisure
http://www.theguardian.com/travel/2013/jul/11/cool-off-uk-summer;Lifestyle_leisure
http://www.theguardian.com/travel/2013/oct/18/venice-on-a-budget-eat-drink-cheaply;Lifestyle_leisure
http://www.theguardian.com/travel/2014/apr/30/greek-island-holiday-guide-sporades-evia;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jan/03/holiday-hotspots-where-to-go-in-2014;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/07/miami-city-guide-day-in-little-havana;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/07/yorkshire-food-restaurant-tour-culinary-trip;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/08/good-life-weekend-aviemore-cairngorms-scotland;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/10/top-10-free-things-to-see-venice;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/11/brazil-world-cup-city-10-best-places-eat-drink-manaus-brazil;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/11/readers-travel-tips-british-lidos-and-urban-swimming-spots;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/14/akyaka-holiday-turkey-slow-food-movement;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/14/athens-hotspots-top-10-new-places-eat-drink;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/14/city-breaks-greece-turkey-bars-bazaars-boutique-hotels;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/14/greece-road-trip-seaside-athens-riviera;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/15/barcelona-tourism-boom-economy-residents;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/15/cyprus-walking-holiday-ayia-napa;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/15/top-10-family-holidays-greek-islands-greece;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/15/travel-tips-isle-of-skye-joanne-oconnor;Lifestyle_leisure
http://www.theguardian.com/travel/2014/jun/16/top-10-best-beaches-turkey-readers-tips;Lifestyle_leisure
http://www.theguardian.com/travel/2014/may/22/10-best-uk-hidden-beaches;Lifestyle_leisure
http://www.theguardian.com/travel/2014/may/25/where-to-watch-world-cup-england;Lifestyle_leisure
http://www.theguardian.com/travel/2014/may/31/whats-new-north-cornwall-holiday-guide;Lifestyle_leisure
http://www.theguardian.com/travel/shortcuts/2014/jun/15/worst-hotel-britain-blackpool-new-kimberley;Lifestyle_leisure
http://www.theguardian.com/women-in-leadership/2013/apr/26/taken-seriously-women-in-engineering;Economy_business_finance
http://www.theguardian.com/women-in-leadership/2014/jun/16/i-like-being-one-of-the-boys;Economy_business_finance
http://www.theguardian.com/world/2014/jun/15/chinese-premiers-uk-visit-hold-promise-of-18bn-of-investment;Economy_business_finance
http://www.theguardian.com/world/2014/jun/16/scientists-bend-banana-genome-to-help-children-overcome-vitamin-a-deficiency;Science_technology
